"Week","date2014","date2015","date2016","date2017","date2018","date2019","basis2019","basis2018","basis2017","basis2016","basis2015","basis2014","City","Company"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,NA,-0.275,-0.16,-0.025,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,-0.385,-0.3875,-0.1,-0.315,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,-0.235,-0.435,NA,-0.3275,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,-0.2275,-0.3525,-0.105,-0.355,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,-0.495,-0.85,-0.26,-0.355,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,-0.755,-0.75,-0.345,-0.44,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,-0.6475,-0.7,-0.33,-0.325,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,-0.6025,-0.85,-0.605,-0.31,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,NA,-0.695,-0.6625,-0.3475,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,NA,-0.6525,-0.5125,-0.4075,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,NA,-0.6475,-0.5625,-0.32,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,NA,-0.7213,-0.575,-0.17,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,-0.505,-0.6525,-0.1775,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,-0.495,-0.415,-0.1675,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,-0.5,-0.3825,NA,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,-0.445,-0.4038,NA,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,-0.525,-0.4075,NA,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,-0.6,-0.3925,NA,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,-0.4,-0.34,NA,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,-0.4,-0.345,NA,NA,NA,"MONTGOMERY CITY MO","ADM MONTGOMERY"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,-0.63,-0.2775,-0.2325,-0.0075,-0.1625,0.16,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,-0.51,-0.31,-0.265,0.07,-0.1225,0.3075,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,NA,-0.3475,-0.3725,0.07,-0.185,0.05,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,-0.63,-0.39,-0.405,0.06,-0.1525,-0.3,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,-0.5275,-0.36,-0.3475,-0.1275,-0.15,-0.1625,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-0.525,-0.3625,-0.2975,-0.12,-0.1075,-0.3,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-0.525,-0.4525,-0.3025,-0.105,-0.1075,-0.3025,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-0.525,-0.32,-0.3075,-0.1775,-0.0075,-0.1325,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,-0.43,-0.4925,-0.3975,-0.204,-0.1725,-0.135,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,-0.43,-0.6025,-0.4175,-0.0975,-0.2275,-0.13,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-0.425,-0.6075,-0.4,-0.135,-0.25,-0.2525,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-0.465,-0.61,-0.3638,-0.2063,-0.2275,-0.2,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,-0.5375,-0.5325,-0.3825,-0.2,-0.2275,-0.1525,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-0.54,-0.3475,-0.3875,-0.1875,-0.155,-0.1525,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-0.54,-0.4475,-0.3225,-0.1575,-0.15,-0.1575,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-0.4525,-0.445,-0.2675,-0.24,-0.145,-0.1563,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-0.5775,-0.31,-0.3325,-0.47,-0.145,0.0075,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,-0.4275,-0.3275,-0.2025,-0.3225,-0.1425,0.0025,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,-0.425,-0.3375,-0.206,-0.3825,-0.0125,0.0075,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,-0.3525,-0.3013,-0.2762,-0.305,-0.01,0.01,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,-0.3375,-0.2825,-0.2275,-0.2275,0.0275,-0.195,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,-0.33,-0.28,-0.3475,-0.2275,-0.005,-0.165,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,-0.3325,-0.305,-0.3975,-0.2,0,-0.05,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,-0.3325,-0.305,-0.35,-0.135,-0.0575,-0.0775,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,-0.2875,-0.2425,-0.3375,0.055,-0.0175,0.4925,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,-0.285,-0.2,-0.3775,0.0425,0.2525,0.415,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,-0.205,-0.2025,-0.2375,0.1275,-0.0025,0.4175,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,-0.24,-0.2075,-0.2375,0.0825,-0.0387,NA,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,-0.44,-0.255,-0.18,0.085,-0.0275,NA,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,-0.475,-0.2775,-0.18,0.155,-0.205,NA,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,-0.385,-0.385,-0.1375,0.135,-0.205,NA,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
32,2014-08-27,2015-08-26,2016-08-24,2017-08-23,2018-08-22,2019-08-28,-0.2775,-0.4525,-0.035,0.0663,0.07,NA,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
33,2014-09-03,2015-09-02,2016-09-07,2017-09-06,2018-09-05,2019-09-04,-0.505,-0.85,-0.35,0.055,-0.12,NA,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
34,2014-09-10,2015-09-09,2016-09-14,2017-09-13,2018-09-12,2019-09-11,-0.725,-0.85,-0.245,-0.0575,-0.1125,NA,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
35,2014-09-17,2015-09-16,2016-09-21,2017-09-20,2018-09-19,2019-09-18,-0.7575,-0.75,-0.39,-0.045,-0.1025,NA,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
36,2014-09-24,2015-09-23,2016-09-28,2017-09-27,2018-09-26,2019-09-25,-0.6025,-0.71,-0.605,-0.325,-0.1337,-0.3075,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
37,2014-10-01,2015-10-07,2016-10-05,2017-10-04,2018-10-03,2019-10-02,-0.5575,-0.705,-0.7525,-0.3875,-0.1,-0.6575,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
38,2014-10-08,2015-10-14,2016-10-12,2017-10-11,2018-10-10,2019-10-09,-0.5275,-0.6525,-0.6325,-0.425,-0.105,-0.25,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
39,2014-10-15,2015-10-21,2016-10-19,2017-10-18,2018-10-17,2019-10-16,-0.44,-0.6575,-0.5625,-0.435,-0.15,-0.255,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
40,2014-10-22,2015-10-28,2016-10-26,2017-10-25,2018-10-24,2019-10-23,-0.4275,-0.7863,-0.635,-0.45,-0.055,-0.4537,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
41,2014-11-05,2015-11-04,2016-11-02,2017-11-01,2018-11-07,2019-11-06,NA,-0.745,-0.6725,-0.495,-0.09,-0.5025,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
42,2014-11-12,2015-11-11,2016-11-09,2017-11-08,2018-11-14,2019-11-13,NA,-0.505,-0.635,-0.4,-0.0375,-0.5075,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
43,2014-11-19,2015-11-18,2016-11-16,2017-11-15,2018-11-21,2019-11-20,NA,-0.5,-0.3925,-0.3175,-0.0375,-0.4075,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
44,2014-11-26,2015-11-25,2016-11-23,2017-11-22,2018-11-28,2019-11-27,NA,-0.505,-0.3838,-0.4075,-0.0225,0,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
45,2014-12-03,2015-12-02,2016-12-07,2017-12-06,2018-12-05,2019-12-04,NA,-0.445,-0.4175,-0.35,-0.0125,-0.0525,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
46,2014-12-10,2015-12-09,2016-12-14,2017-12-13,2018-12-12,2019-12-11,NA,-0.6,-0.4125,-0.23,-0.0475,-0.05,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
47,2014-12-17,2015-12-16,2016-12-21,2017-12-20,2018-12-19,2019-12-18,NA,-0.6,-0.41,-0.1975,-0.005,-0.05,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
48,2014-12-24,2015-12-23,2016-12-28,2017-12-27,2018-12-26,2019-12-25,NA,-0.4,-0.345,-0.1975,-0.0463,-0.1025,"MONTGOMERY CITY MO","MFA AGRI SERVICES"
1,2014-01-01,2015-01-07,2016-01-06,2017-01-04,2018-01-03,2019-01-02,-0.95,-0.8075,-0.9325,-0.4975,-0.5525,-0.33,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
2,2014-01-08,2015-01-14,2016-01-13,2017-01-11,2018-01-10,2019-01-09,-0.95,-0.85,-0.875,-0.51,-0.5625,-0.2825,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
3,2014-01-15,2015-01-21,2016-01-20,2017-01-18,2018-01-17,2019-01-16,-0.955,-0.8675,-1.0025,-0.5,-0.565,-0.3,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
4,2014-01-22,2015-01-28,2016-01-27,2017-01-25,2018-01-24,2019-01-23,-0.95,-0.885,-0.975,-0.5,-0.5025,-0.315,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
5,2014-02-05,2015-02-04,2016-02-03,2017-02-01,2018-02-07,2019-02-06,-0.9175,-0.87,-0.9675,-0.4975,-0.47,-0.2125,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
6,2014-02-12,2015-02-11,2016-02-10,2017-02-08,2018-02-14,2019-02-13,-0.935,-0.8525,-0.9675,-0.5,-0.2975,-0.48,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
7,2014-02-19,2015-02-18,2016-02-17,2017-02-15,2018-02-21,2019-02-20,-0.845,-0.8525,-0.9725,-0.495,-0.2975,-0.5525,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
8,2014-02-26,2015-02-25,2016-02-24,2017-02-22,2018-02-28,2019-02-27,-0.795,-0.83,NA,NA,-0.3875,-0.5025,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
9,2014-03-05,2015-03-04,2016-03-02,2017-03-01,2018-03-07,2019-03-06,-0.87,-1.0125,-1.0475,-0.534,-0.4425,-0.525,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
10,2014-03-12,2015-03-11,2016-03-09,2017-03-08,2018-03-14,2019-03-13,-0.78,-1.0125,-0.9475,-0.5375,-0.4275,-0.42,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
11,2014-03-19,2015-03-18,2016-03-16,2017-03-15,2018-03-21,2019-03-20,-0.805,-0.9575,-0.97,NA,-0.4,-0.3725,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
12,2014-03-26,2015-03-25,2016-03-23,2017-03-22,2018-03-28,2019-03-27,-0.805,-0.91,-0.8488,-0.5813,-0.3475,-0.29,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
13,2014-04-02,2015-04-01,2016-04-06,2017-04-05,2018-04-04,2019-04-03,NA,-0.8825,-0.8125,-0.58,-0.3275,-0.3225,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
14,2014-04-09,2015-04-08,2016-04-13,2017-04-12,2018-04-11,2019-04-10,-0.85,-0.8275,-0.7475,-0.5775,-0.305,-0.3225,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
15,2014-04-16,2015-04-15,2016-04-20,2017-04-19,2018-04-18,2019-04-17,-0.85,-0.7975,-0.7325,-0.6275,-0.33,-0.2275,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
16,2014-04-23,2015-04-22,2016-04-27,2017-04-26,2018-04-25,2019-04-24,-0.7925,-0.755,-0.6475,-0.75,-0.325,-0.2262,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
17,2014-05-07,2015-05-06,2016-05-04,2017-05-03,2018-05-02,2019-05-01,-0.7975,-0.81,-0.8025,-0.77,-0.315,-0.0825,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
18,2014-05-14,2015-05-13,2016-05-11,2017-05-10,2018-05-09,2019-05-08,-0.7975,-0.8075,-0.8025,-0.8025,-0.3125,-0.0375,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
19,2014-05-21,2015-05-20,2016-05-18,2017-05-17,2018-05-16,2019-05-15,-0.805,-0.8075,-0.696,-0.7525,-0.2625,-0.1025,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
20,2014-05-28,2015-05-27,2016-05-25,2017-05-24,2018-05-23,2019-05-22,-0.8,-0.7563,-0.7013,-0.705,-0.26,-0.23,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
21,2014-06-04,2015-06-03,2016-06-01,2017-06-07,2018-06-06,2019-06-05,-0.8575,-0.7325,-0.6675,-0.6375,-0.1225,-0.355,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
22,2014-06-11,2015-06-10,2016-06-08,2017-06-14,2018-06-13,2019-06-12,NA,-0.68,-0.6175,-0.7475,-0.125,-0.325,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
23,2014-06-18,2015-06-17,2016-06-15,2017-06-21,2018-06-20,2019-06-19,NA,-0.685,-0.6175,-0.71,-0.17,-0.22,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
24,2014-06-25,2015-06-24,2016-06-22,2017-06-28,2018-06-27,2019-06-26,NA,-0.635,-0.59,-0.7,-0.2775,-0.1375,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
25,2014-07-02,2015-07-01,2016-07-06,2017-07-05,2018-07-04,2019-07-03,NA,-0.6525,-0.6675,-0.615,-0.2975,0.5325,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
26,2014-07-09,2015-07-08,2016-07-13,2017-07-12,2018-07-11,2019-07-10,NA,-0.56,-0.6975,NA,-0.0875,0.435,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
27,2014-07-16,2015-07-15,2016-07-20,2017-07-19,2018-07-18,2019-07-17,NA,-0.5725,-0.6975,-0.5125,-0.2525,0.4475,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
28,2014-07-23,2015-07-22,2016-07-27,2017-07-26,2018-07-25,2019-07-24,NA,-0.5675,-0.6975,-0.5375,-0.2888,0.1775,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
29,2014-08-06,2015-08-05,2016-08-03,2017-08-02,2018-08-01,2019-08-07,NA,-0.695,-0.71,-0.485,0.0225,0.985,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
30,2014-08-13,2015-08-12,2016-08-10,2017-08-09,2018-08-08,2019-08-14,NA,-0.6975,-0.7,-0.375,0.035,NA,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
31,2014-08-20,2015-08-19,2016-08-17,2017-08-16,2018-08-15,2019-08-21,NA,-0.785,-0.6675,-0.415,-0.005,0.7725,"MOUND CITY MO","MOUND CITY FEED AND GRAIN"
